"Name","PFS","Source","Traditions","Rarity","Traits","Cantrip","Focus","Level","Summary","Heightened?"
"<u><a href=""Spells.aspx?ID=8"">Alter Reality</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"">Core Rulebook</a></u>","<u><a href=""Spells.aspx?Tradition=3"">Occult</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=47"">Divination</a></u>","False","False","10","Warp reality to duplicate occult spells.","False"
"<u><a href=""Spells.aspx?ID=9"">Anathematic Reprisal</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"">Core Rulebook</a></u>","<u><a href=""Spells.aspx?Tradition=2"">Divine</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=61"">Enchantment</a></u>, <u><a href=""Traits.aspx?ID=106"">Mental</a></u>","False","False","10","Cause mental pain to one who commits anathema against your deity.","True"
"<u><a href=""Spells.aspx?ID=666"">Animate Dead</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"">Advanced Player's Guide</a></u>","<u><a href=""Spells.aspx?Tradition=1"">Arcane</a></u>, <u><a href=""Spells.aspx?Tradition=2"">Divine</a></u>, <u><a href=""Spells.aspx?Tradition=3"">Occult</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=117"">Necromancy</a></u>","False","False","10","Animate an undead creature to fight on your behalf.","True"
"<u><a href=""Spells.aspx?ID=668"">Animated Assault</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"">Advanced Player's Guide</a></u>","<u><a href=""Spells.aspx?Tradition=1"">Arcane</a></u>, <u><a href=""Spells.aspx?Tradition=3"">Occult</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=65"">Evocation</a></u>","False","False","10","Temporarily animate small objects to attack creatures in an area.","True"
"<u><a href=""Spells.aspx?ID=567"">Animus Mine</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=17"">Gods & Magic</a></u>","<u><a href=""Spells.aspx?Tradition=3"">Occult</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=2"">Abjuration</a></u>, <u><a href=""Traits.aspx?ID=106"">Mental</a></u>","False","False","10","You implant a mental mine within your psyche that detonates against anyone attempting to manipulate your thoughts.","True"
"<u><a href=""Spells.aspx?ID=562"">Apex Companion</a></u>","<img alt=""PFS Limited"" title=""PFS Limited"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Limited.png"">","<u><a href=""Sources.aspx?ID=15"">Pathfinder #150: Broken Promises</a></u>","Focus","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=52"">Druid</a></u>, <u><a href=""Traits.aspx?ID=127"">Polymorph</a></u>, <u><a href=""Traits.aspx?ID=157"">Transmutation</a></u>","False","True","10","Transform your animal companion into an apex form.","False"
"<u><a href=""Spells.aspx?ID=812"">Aromatic Lure</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=40"">Legends</a></u>","<u><a href=""Spells.aspx?Tradition=1"">Arcane</a></u>, <u><a href=""Spells.aspx?Tradition=3"">Occult</a></u>","<u><a href=""Traits.aspx?ID=137"">Rare</a></u>","<u><a href=""Traits.aspx?ID=60"">Emotion</a></u>, <u><a href=""Traits.aspx?ID=61"">Enchantment</a></u>, <u><a href=""Traits.aspx?ID=93"">Incapacitation</a></u>, <u><a href=""Traits.aspx?ID=106"">Mental</a></u>","False","False","10","You override a target's olfactory senses, luring them to a specific location through tantalizing false scents.","True"
"<u><a href=""Spells.aspx?ID=655"">Astral Labyrinth</a></u>","<img alt=""PFS Limited"" title=""PFS Limited"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Limited.png"">","<u><a href=""Sources.aspx?ID=36"">Pathfinder #156: The Apocalypse Prophet</a></u>","<u><a href=""Spells.aspx?Tradition=1"">Arcane</a></u>, <u><a href=""Spells.aspx?Tradition=2"">Divine</a></u>, <u><a href=""Spells.aspx?Tradition=3"">Occult</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=2"">Abjuration</a></u>, <u><a href=""Traits.aspx?ID=93"">Incapacitation</a></u>","False","False","10","You connect the entire area with an invisible maze of astral energy that interferes with dimensional and mental magic.","True"
"<u><a href=""Spells.aspx?ID=16"">Avatar</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"">Core Rulebook</a></u>","<u><a href=""Spells.aspx?Tradition=2"">Divine</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=127"">Polymorph</a></u>, <u><a href=""Traits.aspx?ID=157"">Transmutation</a></u>","False","False","10","Transform into a battle form determined by your deity.","False"
"<u><a href=""Spells.aspx?ID=20"">Barkskin</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"">Core Rulebook</a></u>","<u><a href=""Spells.aspx?Tradition=4"">Primal</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=2"">Abjuration</a></u>","False","False","10","Target's skin is covered in protective bark.","True"
"<u><a href=""Spells.aspx?ID=24"">Blade Barrier</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"">Core Rulebook</a></u>","<u><a href=""Spells.aspx?Tradition=2"">Divine</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=65"">Evocation</a></u>, <u><a href=""Traits.aspx?ID=75"">Force</a></u>","False","False","10","Form a wall of swords made of force.","True"
"<u><a href=""Spells.aspx?ID=27"">Blink</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"">Core Rulebook</a></u>","<u><a href=""Spells.aspx?Tradition=1"">Arcane</a></u>, <u><a href=""Spells.aspx?Tradition=3"">Occult</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=33"">Conjuration</a></u>, <u><a href=""Traits.aspx?ID=156"">Teleportation</a></u>","False","False","10","Flit between the planes, vanishing and reappearing.","True"
"<u><a href=""Spells.aspx?ID=673"">Blister</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"">Advanced Player's Guide</a></u>","<u><a href=""Spells.aspx?Tradition=1"">Arcane</a></u>, <u><a href=""Spells.aspx?Tradition=3"">Occult</a></u>, <u><a href=""Spells.aspx?Tradition=4"">Primal</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=117"">Necromancy</a></u>","False","False","10","Grow large blisters on a creature and pop them to spray acid.","True"
"<u><a href=""Spells.aspx?ID=674"">Blistering Invective</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"">Advanced Player's Guide</a></u>","<u><a href=""Spells.aspx?Tradition=3"">Occult</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=16"">Auditory</a></u>, <u><a href=""Traits.aspx?ID=60"">Emotion</a></u>, <u><a href=""Traits.aspx?ID=61"">Enchantment</a></u>, <u><a href=""Traits.aspx?ID=68"">Fear</a></u>, <u><a href=""Traits.aspx?ID=106"">Mental</a></u>","False","False","10","Light a creature on fire with the sheer viciousness of your words.","True"
"<u><a href=""Spells.aspx?ID=648"">Blood Feast</a></u>","<img alt=""PFS Limited"" title=""PFS Limited"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Limited.png"">","<u><a href=""Sources.aspx?ID=31"">Pathfinder #154: Siege of the Dinosaurs</a></u>","<u><a href=""Spells.aspx?Tradition=1"">Arcane</a></u>, <u><a href=""Spells.aspx?Tradition=2"">Divine</a></u>, <u><a href=""Spells.aspx?Tradition=3"">Occult</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=117"">Necromancy</a></u>","False","False","10","Your head splits vertically into an enormous maw, which feasts upon the target's blood.","True"
"<u><a href=""Spells.aspx?ID=675"">Blood Vendetta</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"">Advanced Player's Guide</a></u>","<u><a href=""Spells.aspx?Tradition=1"">Arcane</a></u>, <u><a href=""Spells.aspx?Tradition=2"">Divine</a></u>, <u><a href=""Spells.aspx?Tradition=3"">Occult</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=38"">Curse</a></u>, <u><a href=""Traits.aspx?ID=117"">Necromancy</a></u>","False","False","10","Cause a creature that attacks you to start bleeding.","True"
"<u><a href=""Spells.aspx?ID=30"">Burning Hands</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"">Core Rulebook</a></u>","<u><a href=""Spells.aspx?Tradition=1"">Arcane</a></u>, <u><a href=""Spells.aspx?Tradition=4"">Primal</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=65"">Evocation</a></u>, <u><a href=""Traits.aspx?ID=72"">Fire</a></u>","False","False","10","A small cone of flame rushes from your hands.","True"
"<u><a href=""Spells.aspx?ID=845"">Call the Blood</a></u>","<img alt=""PFS Limited"" title=""PFS Limited"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Limited.png"">","<u><a href=""Sources.aspx?ID=81"">Pathfinder #165: Eyes of Empty Death</a></u>","<u><a href=""Spells.aspx?Tradition=1"">Arcane</a></u>, <u><a href=""Spells.aspx?Tradition=3"">Occult</a></u>, <u><a href=""Spells.aspx?Tradition=4"">Primal</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=40"">Death</a></u>, <u><a href=""Traits.aspx?ID=117"">Necromancy</a></u>","False","False","10","With a word and gesture, you cause streams of blood to erupt from the target's mouth, nostrils, ears, or other facial openings and come rushing into your mouth.","True"
"<u><a href=""Spells.aspx?ID=32"">Cataclysm</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"">Core Rulebook</a></u>","<u><a href=""Spells.aspx?Tradition=1"">Arcane</a></u>, <u><a href=""Spells.aspx?Tradition=4"">Primal</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=3"">Acid</a></u>, <u><a href=""Traits.aspx?ID=5"">Air</a></u>, <u><a href=""Traits.aspx?ID=27"">Cold</a></u>, <u><a href=""Traits.aspx?ID=55"">Earth</a></u>, <u><a href=""Traits.aspx?ID=56"">Electricity</a></u>, <u><a href=""Traits.aspx?ID=65"">Evocation</a></u>, <u><a href=""Traits.aspx?ID=72"">Fire</a></u>, <u><a href=""Traits.aspx?ID=165"">Water</a></u>","False","False","10","Call an instant, damaging cataclysm.","False"
"<u><a href=""Spells.aspx?ID=33"">Chain Lightning</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"">Core Rulebook</a></u>","<u><a href=""Spells.aspx?Tradition=1"">Arcane</a></u>, <u><a href=""Spells.aspx?Tradition=4"">Primal</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=56"">Electricity</a></u>, <u><a href=""Traits.aspx?ID=65"">Evocation</a></u>","False","False","10","Lightning jumps from creature to creature.","True"
"<u><a href=""Spells.aspx?ID=36"">Chilling Darkness</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"">Core Rulebook</a></u>","<u><a href=""Spells.aspx?Tradition=2"">Divine</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=15"">Attack</a></u>, <u><a href=""Traits.aspx?ID=27"">Cold</a></u>, <u><a href=""Traits.aspx?ID=39"">Darkness</a></u>, <u><a href=""Traits.aspx?ID=64"">Evil</a></u>, <u><a href=""Traits.aspx?ID=65"">Evocation</a></u>","False","False","10","Ray of evil darkness deals cold damage, counteracts light, and harms celestials.","True"
"<u><a href=""Spells.aspx?ID=678"">Chilling Spray</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"">Advanced Player's Guide</a></u>","<u><a href=""Spells.aspx?Tradition=1"">Arcane</a></u>, <u><a href=""Spells.aspx?Tradition=4"">Primal</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=27"">Cold</a></u>, <u><a href=""Traits.aspx?ID=65"">Evocation</a></u>","False","False","10","Icy shards fly out from you in a cone.","True"
"<u><a href=""Spells.aspx?ID=42"">Cloudkill</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"">Core Rulebook</a></u>","<u><a href=""Spells.aspx?Tradition=1"">Arcane</a></u>, <u><a href=""Spells.aspx?Tradition=4"">Primal</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=40"">Death</a></u>, <u><a href=""Traits.aspx?ID=117"">Necromancy</a></u>, <u><a href=""Traits.aspx?ID=126"">Poison</a></u>","False","False","10","Poison creatures in a cloud that moves away from you.","True"
"<u><a href=""Spells.aspx?ID=43"">Collective Transposition</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"">Core Rulebook</a></u>","<u><a href=""Spells.aspx?Tradition=1"">Arcane</a></u>, <u><a href=""Spells.aspx?Tradition=3"">Occult</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=33"">Conjuration</a></u>, <u><a href=""Traits.aspx?ID=156"">Teleportation</a></u>","False","False","10","Teleport up to two creatures to new positions near you.","True"
"<u><a href=""Spells.aspx?ID=47"">Cone of Cold</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"">Core Rulebook</a></u>","<u><a href=""Spells.aspx?Tradition=1"">Arcane</a></u>, <u><a href=""Spells.aspx?Tradition=4"">Primal</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=27"">Cold</a></u>, <u><a href=""Traits.aspx?ID=65"">Evocation</a></u>","False","False","10","Bitter cold damages creatures in a cone.","True"
"<u><a href=""Spells.aspx?ID=49"">Contingency</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"">Core Rulebook</a></u>","<u><a href=""Spells.aspx?Tradition=1"">Arcane</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=2"">Abjuration</a></u>","False","False","10","Set up a spell to trigger later under your choice of circumstances.","True"
"<u><a href=""Spells.aspx?ID=50"">Continual Flame</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"">Core Rulebook</a></u>","<u><a href=""Spells.aspx?Tradition=1"">Arcane</a></u>, <u><a href=""Spells.aspx?Tradition=2"">Divine</a></u>, <u><a href=""Spells.aspx?Tradition=3"">Occult</a></u>, <u><a href=""Spells.aspx?Tradition=4"">Primal</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=65"">Evocation</a></u>, <u><a href=""Traits.aspx?ID=100"">Light</a></u>","False","False","10","A magical flame burns indefinitely.","True"
"<u><a href=""Spells.aspx?ID=652"">Control Sand</a></u>","<img alt=""PFS Limited"" title=""PFS Limited"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Limited.png"">","<u><a href=""Sources.aspx?ID=33"">Pathfinder #155: Lord of the Black Sands</a></u>","<u><a href=""Spells.aspx?Tradition=1"">Arcane</a></u>, <u><a href=""Spells.aspx?Tradition=4"">Primal</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=55"">Earth</a></u>, <u><a href=""Traits.aspx?ID=65"">Evocation</a></u>","False","False","10","Manipulate sand around you.","True"
"<u><a href=""Spells.aspx?ID=682"">Crashing Wave</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"">Advanced Player's Guide</a></u>","<u><a href=""Spells.aspx?Tradition=1"">Arcane</a></u>, <u><a href=""Spells.aspx?Tradition=4"">Primal</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=65"">Evocation</a></u>, <u><a href=""Traits.aspx?ID=165"">Water</a></u>","False","False","10","Smash a cone of water against foes.","True"
"<u><a href=""Spells.aspx?ID=55"">Crisis of Faith</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"">Core Rulebook</a></u>","<u><a href=""Spells.aspx?Tradition=2"">Divine</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=61"">Enchantment</a></u>, <u><a href=""Traits.aspx?ID=106"">Mental</a></u>","False","False","10","Cause mental damage and possibly make a worshipper unable to cast spells.","True"
"<u><a href=""Spells.aspx?ID=56"">Crusade</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"">Core Rulebook</a></u>","<u><a href=""Spells.aspx?Tradition=2"">Divine</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=61"">Enchantment</a></u>, <u><a href=""Traits.aspx?ID=101"">Linguistic</a></u>, <u><a href=""Traits.aspx?ID=106"">Mental</a></u>","False","False","10","Creatures become dedicated to a cause of your choice.","True"
"<u><a href=""Spells.aspx?ID=683"">Curse of Lost Time</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"">Advanced Player's Guide</a></u>","<u><a href=""Spells.aspx?Tradition=1"">Arcane</a></u>, <u><a href=""Spells.aspx?Tradition=3"">Occult</a></u>, <u><a href=""Spells.aspx?Tradition=4"">Primal</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=38"">Curse</a></u>, <u><a href=""Traits.aspx?ID=157"">Transmutation</a></u>","False","False","10","Artificially erode or age a target.","True"
"<u><a href=""Spells.aspx?ID=656"">Deluge</a></u>","<img alt=""PFS Limited"" title=""PFS Limited"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Limited.png"">","<u><a href=""Sources.aspx?ID=36"">Pathfinder #156: The Apocalypse Prophet</a></u>","<u><a href=""Spells.aspx?Tradition=1"">Arcane</a></u>, <u><a href=""Spells.aspx?Tradition=4"">Primal</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=65"">Evocation</a></u>, <u><a href=""Traits.aspx?ID=165"">Water</a></u>","False","False","10","You unleash a catastrophic downpour in the area that vanishes an instant later.","True"
"<u><a href=""Spells.aspx?ID=657"">Devour Life</a></u>","<img alt=""PFS Limited"" title=""PFS Limited"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Limited.png"">","<u><a href=""Sources.aspx?ID=36"">Pathfinder #156: The Apocalypse Prophet</a></u>","<u><a href=""Spells.aspx?Tradition=2"">Divine</a></u>, <u><a href=""Spells.aspx?Tradition=3"">Occult</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=40"">Death</a></u>, <u><a href=""Traits.aspx?ID=89"">Healing</a></u>, <u><a href=""Traits.aspx?ID=117"">Necromancy</a></u>","False","False","10","You attempt to utterly consume the target's life force.","True"
"<u><a href=""Spells.aspx?ID=76"">Disintegrate</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"">Core Rulebook</a></u>","<u><a href=""Spells.aspx?Tradition=1"">Arcane</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=15"">Attack</a></u>, <u><a href=""Traits.aspx?ID=65"">Evocation</a></u>","False","False","10","Reduce a creature or object to dust.","True"
"<u><a href=""Spells.aspx?ID=82"">Divine Decree</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"">Core Rulebook</a></u>","<u><a href=""Spells.aspx?Tradition=2"">Divine</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=65"">Evocation</a></u>","False","False","10","Creatures of alignments opposed by your deity are damaged, enfeebled, paralyzed, or banished.","True"
"<u><a href=""Spells.aspx?ID=86"">Divine Wrath</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"">Core Rulebook</a></u>","<u><a href=""Spells.aspx?Tradition=2"">Divine</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=65"">Evocation</a></u>","False","False","10","Damage and hinder creatures of alignments opposed by your deity.","True"
"<u><a href=""Spells.aspx?ID=87"">Dominate</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"">Core Rulebook</a></u>","<u><a href=""Spells.aspx?Tradition=1"">Arcane</a></u>, <u><a href=""Spells.aspx?Tradition=3"">Occult</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=61"">Enchantment</a></u>, <u><a href=""Traits.aspx?ID=93"">Incapacitation</a></u>, <u><a href=""Traits.aspx?ID=106"">Mental</a></u>","False","False","10","A creature must obey your orders.","True"
"<u><a href=""Spells.aspx?ID=93"">Duplicate Foe</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"">Core Rulebook</a></u>","<u><a href=""Spells.aspx?Tradition=1"">Arcane</a></u>, <u><a href=""Spells.aspx?Tradition=3"">Occult</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=33"">Conjuration</a></u>","False","False","10","Create a temporary duplicate of an enemy that fights for you.","True"
"<u><a href=""Spells.aspx?ID=95"">Earthquake</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"">Core Rulebook</a></u>","<u><a href=""Spells.aspx?Tradition=1"">Arcane</a></u>, <u><a href=""Spells.aspx?Tradition=4"">Primal</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=55"">Earth</a></u>, <u><a href=""Traits.aspx?ID=65"">Evocation</a></u>","False","False","10","Shake the ground with a devastating earthquake.","True"
"<u><a href=""Spells.aspx?ID=96"">Eclipse Burst</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"">Core Rulebook</a></u>","<u><a href=""Spells.aspx?Tradition=1"">Arcane</a></u>, <u><a href=""Spells.aspx?Tradition=2"">Divine</a></u>, <u><a href=""Spells.aspx?Tradition=4"">Primal</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=27"">Cold</a></u>, <u><a href=""Traits.aspx?ID=39"">Darkness</a></u>, <u><a href=""Traits.aspx?ID=117"">Necromancy</a></u>","False","False","10","A globe of freezing darkness explodes in the area.","True"
"<u><a href=""Spells.aspx?ID=573"">Endure</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=17"">Gods & Magic</a></u>","<u><a href=""Spells.aspx?Tradition=1"">Arcane</a></u>, <u><a href=""Spells.aspx?Tradition=3"">Occult</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=61"">Enchantment</a></u>, <u><a href=""Traits.aspx?ID=106"">Mental</a></u>","False","False","10","You invigorate the touched creature’s mind and urge it to press on.","True"
